7.0,7.02,7.04,7.05,7.06,7.07,7.08,7.11,7.12,7.13,7.14,7.15,7.16,7.17,7.2,7.22,7.23,7.24,7.25,7.29,7.32,7.34,7.35,7.37,7.39,7.4,7.44,7.45,7.46,7.49,7.52,7.53,7.55,7.59,7.6,7.63,7.64,7.65,7.67,7.68,7.73,7.74,7.75,7.76,7.77,7.8,7.85,7.87,7.88,7.89,7.9,7.91,7.94,7.96,7.97,7.99,8.02,8.03,8.05,8.09,8.1,8.13,8.14,8.17,8.19,8.21,8.22,8.23,8.25,8.28,8.29,8.3,8.34,8.38,8.39,8.4,8.41,8.42,8.43,8.45,8.47,8.48,8.51,8.54,8.58,8.6,8.62,8.68,8.7,8.74,8.79,8.81,8.82,8.83,8.84,8.87,8.88,8.92,9.0,9.05,9.06,9.07,9.08,9.09,9.15,9.17,9.19,9.21,9.3,9.32,9.34,9.36,9.37,9.43,9.44,9.45,9.5,9.53,9.6,9.61,9.64,9.67,9.68,9.69,9.8,9.82,9.9,9.91,9.99,10.05,10.06,10.09,10.1,10.16,10.23,10.26,10.28,10.32,10.34,10.36,10.38,10.39,10.41,10.68,10.7,10.75,10.76,10.81,10.84,10.89,10.94,10.97,11.0,11.02,11.14,11.15,11.16,11.18,11.19,11.24,11.29,11.34,11.35,11.63,11.67,11.7,11.74,11.8,11.93,11.98,12.2,12.24,12.26,12.27,12.39,12.47,12.53,12.56,12.63,12.66,12.68,12.75,12.83,12.91,12.97,12.99,13.17,13.45,13.54,13.55,13.57,13.68,13.72,13.82,13.94,14.28,14.37,14.6,14.61,15.11,15.22,15.28,15.4,15.44,15.49,15.78,15.86,16.21,16.27,16.33,16.62,16.63,16.75,16.79,17.39,17.59,17.8,17.97,18.05,18.5,18.52,18.71,18.94,19.54,19.73,19.77,20.37,20.5,20.92,21.76,22.06,22.5,22.89,23.73,23.9,24.39,25.98,26.45,26.76,28.73,30.03,30.32,32.07,33.38,34.17,40.71,40.9,41.14,41.43,41.49,42.11,42.6,42.89
3,2,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,3,2,4,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
